,title,description,publishedAt,videoId,liveBroadcastContent
0,AWS: Creating IAM role for Lambda,"Welcome to the AWS Lambda tutorial with Python P3. In this tutorial, I have demonstrated on how to creating IAM or Execution role for Lambda function. Support ...",2018-01-07T08:42:11Z,T7cny-uyCuA,none
