,parentId,authorDisplayName,replyComment,publishedAt,likeCount
0,UgzDv8iK5nz1OcMHP0t4AaABAg,Srce Cde,"Thanks for stopping by Renuka Lakshmi. If AWS Free Tier is applicable then you will get a certain duration for the respective service free. You can check here for more details: https://aws.amazon.com/free 
I hope this helps. Please like, share & subscribe. :)",2021-04-06T03:25:06Z,0
